Car No	Manufacture	Speed	Millage	User Rating
59-H2 5742	Audi	231.0321665	204	4
59-H2 5743	FIAT	136.3207909	205	5
59-H2 5744	FIAT	102.9837152	206	1
59-H2 5745	FIAT	97.03877484	207	4
59-H2 5746	FIAT	127.1600154	208	2
59-H2 5747	FIAT	151.8532136	209	4
59-H2 5748	FIAT	281.8220084	210	3
59-H2 5749	FORD	286.759727	211	1
59-H2 5750	FORD	92.31790586	212	5
59-H2 5751	FORD	96.92913864	213	4
59-H2 5752	FORD	195.8840156	214	2
59-H2 5753	FORD	276.0904552	215	2
59-H2 5754	Honda	147.8859208	216	3
59-H2 5755	Honda	42.40530309	217	2
59-H2 5756	Honda	100.1463186	218	1
59-H2 5757	Honda	103.0513924	219	4
59-H2 5758	Honda	283.0403607	220	3
59-H2 5759	Honda	13.53419902	221	4
59-H2 5738	Audi	45.7694745	200	4
59-H2 5739	Audi	208.3242663	201	3
59-H2 5740	Audi	272.2944213	202	2
59-H2 5741	Audi	172.1709752	203	1
59-H2 5742	Audi	30.59228849	204	4
59-H2 5743	FIAT	194.628016	205	5
59-H2 5744	FIAT	36.47413533	206	1
59-H2 5745	FIAT	40.0801692	207	4
59-H2 5746	FIAT	65.07303649	208	2
59-H2 5747	FIAT	278.2826148	209	4
59-H2 5748	FIAT	85.74854855	210	3
59-H2 5749	FORD	218.4881371	211	1
59-H2 5750	FORD	82.83056463	212	5
59-H2 5751	FORD	268.8193852	213	4
59-H2 5752	FORD	139.8507789	214	2
59-H2 5753	FORD	256.1896967	215	2
59-H2 5754	Honda	271.3515297	216	3
59-H2 5755	Honda	225.2696856	217	2
59-H2 5756	Honda	150.1236963	218	1
59-H2 5757	Honda	0.698856376	219	4
59-H2 5758	Honda	80.83874406	220	3
59-H2 5759	Honda	199.6253618	221	4
59-H2 5738	Audi	192.7842886	200	4
59-H2 5739	Audi	284.4613299	201	3
59-H2 5740	Audi	110.8569956	202	2
59-H2 5741	Audi	167.1302642	203	1
59-H2 5742	Audi	92.20419825	204	4
59-H2 5743	FIAT	117.6461191	205	5
59-H2 5744	FIAT	297.7495133	206	1
59-H2 5745	FIAT	132.7448742	207	4
59-H2 5746	FIAT	191.3986971	208	2
59-H2 5747	FIAT	177.9852555	209	4
59-H2 5748	FIAT	199.9093149	210	3
59-H2 5749	FORD	45.03427029	211	1
59-H2 5750	FORD	258.5508714	212	5
59-H2 5751	FORD	122.8878083	213	4
59-H2 5752	FORD	108.0564168	214	2
59-H2 5753	FORD	35.96834362	215	2
59-H2 5754	Honda	56.29304456	216	3
59-H2 5755	Honda	139.3251643	217	2
59-H2 5756	Honda	88.56906594	218	1
59-H2 5757	Honda	180.5311644	219	4
59-H2 5758	Honda	95.131377	220	3
59-H2 5759	Honda	166.4529902	221	4
59-H2 5738	Audi	25.42401911	200	4
59-H2 5739	Audi	40.22055932	201	3
59-H2 5740	Audi	183.8667218	202	2
59-H2 5741	Audi	6.140157319	203	1
59-H2 5742	Audi	253.6262863	204	4
59-H2 5743	FIAT	146.7774503	205	5
59-H2 5744	FIAT	6.440058876	206	1
59-H2 5745	FIAT	295.1936632	207	4
59-H2 5746	FIAT	83.48846897	208	2
59-H2 5747	FIAT	232.9173418	209	4
59-H2 5748	FIAT	267.3246754	210	3
59-H2 5749	FORD	293.4010495	211	1
59-H2 5750	FORD	242.9852241	212	5
59-H2 5751	FORD	97.79611078	213	4
59-H2 5752	FORD	165.1523269	214	2
59-H2 5753	FORD	161.5952612	215	2
59-H2 5754	Honda	243.9692473	216	3
59-H2 5755	Honda	217.3864935	217	2
59-H2 5756	Honda	0.502881146	218	1
59-H2 5757	Honda	158.3219486	219	4
59-H2 5758	Honda	180.643611	220	3
59-H2 5759	Honda	197.2581025	221	4
59-H2 5738	Audi	0.948045299	200	4
59-H2 5739	Audi	101.1232916	201	3
59-H2 5740	Audi	148.9198825	202	2
59-H2 5741	Audi	170.6873635	203	1
59-H2 5742	Audi	70.29419052	204	4
59-H2 5743	FIAT	167.9325912	205	5
59-H2 5744	FIAT	23.59576769	206	1
59-H2 5745	FIAT	224.8647401	207	4
59-H2 5746	FIAT	161.7498358	208	2
59-H2 5747	FIAT	204.8572063	209	4
59-H2 5748	FIAT	267.8823956	210	3
59-H2 5749	FORD	151.0010703	211	1
59-H2 5750	FORD	55.95764844	212	5
59-H2 5751	FORD	135.9707822	213	4
59-H2 5752	FORD	53.21731049	214	2
59-H2 5753	FORD	80.21910505	215	2
59-H2 5754	Honda	273.9410863	216	3
59-H2 5755	Honda	250.7721554	217	2
59-H2 5756	Honda	101.0931718	218	1
59-H2 5757	Honda	32.47487624	219	4
59-H2 5758	Honda	198.181754	220	3
59-H2 5759	Honda	176.3222396	221	4
59-H2 5738	Audi	162.8735632	200	4
59-H2 5739	Audi	114.0692738	201	3
59-H2 5740	Audi	198.3673767	202	2
59-H2 5741	Audi	250.3611213	203	1
59-H2 5742	Audi	167.8368051	204	4
59-H2 5743	FIAT	177.1458777	205	5
59-H2 5744	FIAT	281.5601328	206	1
59-H2 5745	FIAT	261.6127733	207	4
59-H2 5746	FIAT	172.0850334	208	2
59-H2 5747	FIAT	194.5251641	209	4
59-H2 5748	FIAT	196.8658504	210	3
59-H2 5749	FORD	286.9824601	211	1
59-H2 5750	FORD	140.7893228	212	5
59-H2 5751	FORD	129.9701408	213	4
59-H2 5752	FORD	153.4962795	214	2
59-H2 5753	FORD	147.8669889	215	2
59-H2 5754	Honda	92.23256147	216	3
59-H2 5755	Honda	31.61174349	217	2
59-H2 5756	Honda	264.6745385	218	1
59-H2 5757	Honda	161.5841533	219	4
59-H2 5758	Honda	135.1580678	220	3
59-H2 5759	Honda	186.4435895	221	4
59-H2 5738	Audi	172.9323949	200	4
59-H2 5739	Audi	0.167547093	201	3
59-H2 5740	Audi	177.5481688	202	2
59-H2 5741	Audi	139.4016435	203	1
59-H2 5742	Audi	53.34384847	204	4
59-H2 5743	FIAT	120.9644142	205	5
59-H2 5744	FIAT	136.0444135	206	1
59-H2 5745	FIAT	76.90089881	207	4
59-H2 5746	FIAT	181.1454538	208	2
59-H2 5747	FIAT	297.6583142	209	4
59-H2 5748	FIAT	204.8519409	210	3
59-H2 5749	FORD	52.56178887	211	1
59-H2 5750	FORD	77.26080064	212	5
59-H2 5751	FORD	169.0851142	213	4
59-H2 5752	FORD	280.6035704	214	2
59-H2 5753	FORD	103.645359	215	2
59-H2 5754	Honda	122.6211117	216	3
59-H2 5755	Honda	48.47257664	217	2
59-H2 5756	Honda	200.6394183	218	1
59-H2 5757	Honda	74.54148679	219	4
59-H2 5758	Honda	11.92427812	220	3
59-H2 5759	Honda	193.8926139	221	4
59-H2 5738	Audi	49.01119738	200	4
59-H2 5739	Audi	240.1501794	201	3
59-H2 5740	Audi	183.0784974	202	2
59-H2 5741	Audi	137.4941241	203	1
59-H2 5742	Audi	91.56424129	204	4
59-H2 5743	FIAT	278.6462245	205	5
59-H2 5744	FIAT	5.888727002	206	1
59-H2 5745	FIAT	255.3957211	207	4
59-H2 5746	FIAT	274.7112286	208	2
59-H2 5747	FIAT	181.657374	209	4
59-H2 5748	FIAT	0.679902498	210	3
59-H2 5749	FORD	63.22730805	211	1
59-H2 5750	FORD	172.9969408	212	5
59-H2 5751	FORD	193.8445404	213	4
59-H2 5752	FORD	14.12927781	214	2
59-H2 5753	FORD	212.3203271	215	2
59-H2 5754	Honda	124.76627	216	3
59-H2 5755	Honda	34.32381505	217	2
59-H2 5756	Honda	29.1088454	218	1
59-H2 5757	Honda	23.3802297	219	4
59-H2 5758	Honda	111.1499294	220	3
59-H2 5759	Honda	262.689868	221	4
59-H2 5738	Audi	43.5198245	200	4
59-H2 5739	Audi	103.3884976	201	3
59-H2 5740	Audi	47.0018346	202	2
59-H2 5741	Audi	87.46693166	203	1
59-H2 5742	Audi	117.9164162	204	4
59-H2 5743	FIAT	286.3967597	205	5
59-H2 5744	FIAT	225.4063738	206	1
59-H2 5745	FIAT	131.3856732	207	4
59-H2 5746	FIAT	229.5956318	208	2
59-H2 5747	FIAT	183.5736945	209	4
59-H2 5748	FIAT	251.090691	210	3
59-H2 5749	FORD	270.836536	211	1
59-H2 5750	FORD	89.55865474	212	5
59-H2 5751	FORD	241.6601638	213	4
59-H2 5752	FORD	81.60692048	214	2
59-H2 5753	FORD	49.44484279	215	2
59-H2 5754	Honda	18.84987252	216	3
59-H2 5755	Honda	84.84826132	217	2
59-H2 5756	Honda	13.61845948	218	1
59-H2 5757	Honda	37.42236239	219	4
59-H2 5758	Honda	118.8851363	220	3
59-H2 5759	Honda	221.0891851	221	4
59-H2 5738	Audi	243.2895414	200	4
59-H2 5739	Audi	1.495147811	201	3
59-H2 5740	Audi	50.38677186	202	2
59-H2 5741	Audi	270.0376166	203	1
59-H2 5742	Audi	116.2995757	204	4
59-H2 5743	FIAT	175.0822193	205	5
59-H2 5744	FIAT	85.38604945	206	1
59-H2 5745	FIAT	137.2824392	207	4
59-H2 5746	FIAT	129.6625201	208	2
59-H2 5747	FIAT	225.0915325	209	4
59-H2 5748	FIAT	201.1276959	210	3
59-H2 5749	FORD	84.35831052	211	1
59-H2 5750	FORD	100.0658344	212	5
59-H2 5751	FORD	122.0978913	213	4
59-H2 5752	FORD	137.5951015	214	2
59-H2 5753	FORD	246.8659277	215	2
59-H2 5754	Honda	287.2553779	216	3
59-H2 5755	Honda	180.24152	217	2
59-H2 5756	Honda	52.69108837	218	1
59-H2 5757	Honda	200.9855565	219	4
59-H2 5758	Honda	292.9973844	220	3
59-H2 5759	Honda	269.3748137	221	4
59-H2 5738	Audi	87.36308184	200	4
59-H2 5739	Audi	208.7360509	201	3
59-H2 5740	Audi	258.5513284	202	2
59-H2 5741	Audi	231.3957013	203	1
59-H2 5742	Audi	195.2751935	204	4
59-H2 5743	FIAT	27.22626784	205	5
59-H2 5744	FIAT	6.753429216	206	1
59-H2 5745	FIAT	212.3726515	207	4
59-H2 5746	FIAT	64.71932324	208	2
59-H2 5747	FIAT	46.91212591	209	4
59-H2 5748	FIAT	163.3364769	210	3
59-H2 5749	FORD	58.60008932	211	1
59-H2 5750	FORD	246.2091479	212	5
59-H2 5751	FORD	220.5591196	213	4
59-H2 5752	FORD	126.1559249	214	2
59-H2 5753	FORD	218.0609725	215	2
59-H2 5754	Honda	216.5228435	216	3
59-H2 5755	Honda	77.84758371	217	2
59-H2 5756	Honda	185.7795529	218	1
59-H2 5757	Honda	260.4621812	219	4
59-H2 5758	Honda	124.2548444	220	3
59-H2 5759	Honda	223.054363	221	4
59-H2 5738	Audi	61.04944147	200	4
59-H2 5739	Audi	296.9909439	201	3
59-H2 5740	Audi	186.1516376	202	2
59-H2 5741	Audi	81.73940511	203	1
59-H2 5742	Audi	140.7826568	204	4
59-H2 5743	FIAT	49.15967233	205	5
59-H2 5744	FIAT	265.7312249	206	1
59-H2 5745	FIAT	216.6222506	207	4
59-H2 5746	FIAT	280.9726387	208	2
59-H2 5747	FIAT	97.71052889	209	4
59-H2 5748	FIAT	295.6699043	210	3
59-H2 5749	FORD	257.6614162	211	1
59-H2 5750	FORD	175.4609812	212	5
59-H2 5751	FORD	43.61874587	213	4
59-H2 5752	FORD	98.75071072	214	2
59-H2 5753	FORD	189.2346974	215	2
59-H2 5754	Honda	282.1033059	216	3
59-H2 5755	Honda	193.8413159	217	2
59-H2 5756	Honda	174.5451189	218	1
59-H2 5757	Honda	35.40954645	219	4
59-H2 5758	Honda	6.269469348	220	3
59-H2 5759	Honda	174.230063	221	4
59-H2 5738	Audi	35.51493982	200	4
59-H2 5739	Audi	269.7104723	201	3
59-H2 5740	Audi	272.2534582	202	2
59-H2 5741	Audi	215.8985417	203	1
59-H2 5742	Audi	178.0447596	204	4
59-H2 5743	FIAT	106.2392533	205	5
59-H2 5744	FIAT	184.8431269	206	1
59-H2 5745	FIAT	182.6631978	207	4
59-H2 5746	FIAT	158.5365239	208	2
59-H2 5747	FIAT	70.19474638	209	4
59-H2 5748	FIAT	275.9784321	210	3
59-H2 5749	FORD	52.01321858	211	1
59-H2 5750	FORD	208.1904269	212	5
59-H2 5751	FORD	49.07969282	213	4
59-H2 5752	FORD	182.0259429	214	2
59-H2 5753	FORD	74.70679882	215	2
59-H2 5754	Honda	7.679756766	216	3
59-H2 5755	Honda	27.20843939	217	2
59-H2 5756	Honda	288.0098453	218	1
59-H2 5757	Honda	253.0387142	219	4
59-H2 5758	Honda	121.8241277	220	3
59-H2 5759	Honda	132.1968193	221	4
59-H2 5738	Audi	142.6132476	200	4
59-H2 5739	Audi	36.28249815	201	3
59-H2 5740	Audi	168.0017025	202	2
59-H2 5741	Audi	175.8106218	203	1
59-H2 5742	Audi	90.50465639	204	4
59-H2 5743	FIAT	295.548819	205	5
59-H2 5744	FIAT	226.3626042	206	1
59-H2 5745	FIAT	295.7425738	207	4
59-H2 5746	FIAT	201.3080914	208	2
59-H2 5747	FIAT	241.641872	209	4
59-H2 5748	FIAT	145.7579522	210	3
59-H2 5749	FORD	11.67640919	211	1
59-H2 5750	FORD	99.4008305	212	5
59-H2 5751	FORD	217.7020646	213	4
59-H2 5752	FORD	190.7450519	214	2
59-H2 5753	FORD	262.118175	215	2
59-H2 5754	Honda	0.666911015	216	3
59-H2 5755	Honda	191.9079113	217	2
59-H2 5756	Honda	252.6385208	218	1
59-H2 5757	Honda	221.2872196	219	4
59-H2 5758	Honda	247.6777061	220	3
59-H2 5759	Honda	39.09625371	221	4
59-H2 5738	Audi	80.91021028	200	4
59-H2 5739	Audi	185.9769253	201	3
59-H2 5740	Audi	81.12594861	202	2
59-H2 5741	Audi	41.3392983	203	1
59-H2 5742	Audi	106.7369566	204	4
59-H2 5743	FIAT	284.1665926	205	5
59-H2 5744	FIAT	99.11613707	206	1
59-H2 5745	FIAT	75.88649651	207	4
59-H2 5746	FIAT	63.20481922	208	2
59-H2 5747	FIAT	83.43237674	209	4
59-H2 5748	FIAT	19.92795637	210	3
59-H2 5749	FORD	44.17676164	211	1
59-H2 5750	FORD	282.9150313	212	5
59-H2 5751	FORD	19.12497018	213	4
59-H2 5752	FORD	123.3883458	214	2
59-H2 5753	FORD	212.7114548	215	2
59-H2 5754	Honda	229.6157981	216	3
59-H2 5755	Honda	208.7226773	217	2
59-H2 5756	Honda	223.9985146	218	1
59-H2 5757	Honda	62.94410313	219	4
59-H2 5758	Honda	121.7283246	220	3
59-H2 5759	Honda	101.2494081	221	4
59-H2 5738	Audi	188.4856356	200	4
59-H2 5739	Audi	33.94008316	201	3
59-H2 5740	Audi	12.90302471	202	2
59-H2 5741	Audi	242.0874828	203	1
59-H2 5742	Audi	277.6365988	204	4
59-H2 5743	FIAT	230.7227768	205	5
59-H2 5744	FIAT	232.7194495	206	1
59-H2 5745	FIAT	280.8125364	207	4
59-H2 5746	FIAT	173.1345581	208	2
59-H2 5747	FIAT	288.0830645	209	4
59-H2 5748	FIAT	59.02568114	210	3
59-H2 5749	FORD	215.3214128	211	1
59-H2 5750	FORD	107.3737736	212	5
59-H2 5751	FORD	294.201146	213	4
59-H2 5752	FORD	281.9882795	214	2
59-H2 5753	FORD	144.3031491	215	2
59-H2 5754	Honda	295.4247395	216	3
59-H2 5755	Honda	209.4482522	217	2
59-H2 5756	Honda	298.1498059	218	1
59-H2 5757	Honda	277.175915	219	4
59-H2 5758	Honda	198.1491696	220	3
59-H2 5759	Honda	59.66724265	221	4
59-H2 5738	Audi	27.0772166	200	4
59-H2 5739	Audi	225.6396663	201	3
59-H2 5740	Audi	171.4896958	202	2
59-H2 5741	Audi	120.7989145	203	1
59-H2 5742	Audi	43.26210463	204	4
59-H2 5743	FIAT	65.88704029	205	5
59-H2 5744	FIAT	68.55844059	206	1
59-H2 5745	FIAT	12.64883662	207	4
59-H2 5746	FIAT	32.61743625	208	2
59-H2 5747	FIAT	248.3400749	209	4
59-H2 5748	FIAT	243.7197611	210	3
59-H2 5749	FORD	196.7471131	211	1
59-H2 5750	FORD	73.05039179	212	5
59-H2 5751	FORD	14.47485461	213	4
59-H2 5752	FORD	73.88707196	214	2
59-H2 5753	FORD	290.1210366	215	2
59-H2 5754	Honda	35.16041405	216	3
59-H2 5755	Honda	167.7189567	217	2
59-H2 5756	Honda	284.4201337	218	1
59-H2 5757	Honda	238.9835917	219	4
59-H2 5758	Honda	86.68287258	220	3
59-H2 5759	Honda	249.8983603	221	4
59-H2 5738	Audi	81.10035647	200	4
59-H2 5739	Audi	201.4562638	201	3
59-H2 5740	Audi	295.7034218	202	2
59-H2 5741	Audi	241.5756288	203	1
59-H2 5742	Audi	274.1564474	204	4
59-H2 5743	FIAT	48.13171057	205	5
59-H2 5744	FIAT	166.0763679	206	1
59-H2 5745	FIAT	44.83038761	207	4
59-H2 5746	FIAT	128.0197006	208	2
59-H2 5747	FIAT	130.9506902	209	4
59-H2 5748	FIAT	80.83008921	210	3
59-H2 5749	FORD	80.23721592	211	1
59-H2 5750	FORD	80.68061047	212	5
59-H2 5751	FORD	96.63159808	213	4
59-H2 5752	FORD	77.09378863	214	2
59-H2 5753	FORD	244.067437	215	2
59-H2 5754	Honda	91.69802832	216	3
59-H2 5755	Honda	221.4328838	217	2
59-H2 5756	Honda	243.8704643	218	1
59-H2 5757	Honda	264.6275953	219	4
59-H2 5758	Honda	143.0441537	220	3
59-H2 5759	Honda	214.5142321	221	4
59-H2 5738	Audi	21.52194324	200	4
59-H2 5739	Audi	236.114294	201	3
59-H2 5740	Audi	109.7291241	202	2
59-H2 5741	Audi	189.4360035	203	1
59-H2 5742	Audi	107.0894585	204	4
59-H2 5743	FIAT	27.08731864	205	5
59-H2 5744	FIAT	165.560143	206	1
59-H2 5745	FIAT	63.6809048	207	4
59-H2 5746	FIAT	182.995036	208	2
59-H2 5747	FIAT	210.8199083	209	4
59-H2 5748	FIAT	69.83458793	210	3
59-H2 5749	FORD	51.77165344	211	1
59-H2 5750	FORD	20.20743457	212	5
59-H2 5751	FORD	198.4200621	213	4
59-H2 5752	FORD	45.19894198	214	2
59-H2 5753	FORD	57.69218304	215	2
59-H2 5754	Honda	165.8966214	216	3
59-H2 5755	Honda	228.4795641	217	2
59-H2 5756	Honda	285.0204797	218	1
59-H2 5757	Honda	193.5045913	219	4
59-H2 5758	Honda	3.608473908	220	3
59-H2 5759	Honda	177.2306024	221	4
59-H2 5738	Audi	103.5827333	200	4
59-H2 5739	Audi	229.7952797	201	3
59-H2 5740	Audi	153.4508544	202	2
59-H2 5741	Audi	240.060392	203	1
59-H2 5742	Audi	23.44120999	204	4
59-H2 5743	FIAT	126.6652394	205	5
59-H2 5744	FIAT	242.6788286	206	1
59-H2 5745	FIAT	97.75588578	207	4
59-H2 5746	FIAT	50.07285722	208	2
59-H2 5747	FIAT	288.8751048	209	4
59-H2 5748	FIAT	68.21517735	210	3
59-H2 5749	FORD	297.5112498	211	1
59-H2 5750	FORD	59.60181898	212	5
59-H2 5751	FORD	147.4937699	213	4
59-H2 5752	FORD	225.7511212	214	2
59-H2 5753	FORD	270.5092541	215	2
59-H2 5754	Honda	232.5648889	216	3
59-H2 5755	Honda	103.3822295	217	2
59-H2 5756	Honda	110.8728596	218	1
59-H2 5757	Honda	44.13597584	219	4
59-H2 5758	Honda	299.29817	220	3
59-H2 5759	Honda	275.1716209	221	4
59-H2 5738	Audi	89.69339896	200	4
59-H2 5739	Audi	2.749549502	201	3
59-H2 5740	Audi	95.54735813	202	2
59-H2 5741	Audi	265.4926134	203	1
59-H2 5742	Audi	145.3724762	204	4
59-H2 5743	FIAT	118.0052984	205	5
59-H2 5744	FIAT	66.44501414	206	1
59-H2 5745	FIAT	58.6177658	207	4
59-H2 5746	FIAT	258.1271495	208	2
59-H2 5747	FIAT	166.6911366	209	4
59-H2 5748	FIAT	200.3259406	210	3
59-H2 5749	FORD	158.2251629	211	1
59-H2 5750	FORD	229.6274792	212	5
59-H2 5751	FORD	214.3693963	213	4
59-H2 5752	FORD	274.5384004	214	2
59-H2 5753	FORD	267.3066987	215	2
59-H2 5754	Honda	2.113185026	216	3
59-H2 5755	Honda	91.02081857	217	2
59-H2 5756	Honda	291.4065668	218	1
59-H2 5757	Honda	51.10029609	219	4
59-H2 5758	Honda	131.3268543	220	3
59-H2 5759	Honda	292.7155726	221	4
59-H2 5738	Audi	28.32220258	200	4
59-H2 5739	Audi	111.1939137	201	3
59-H2 5740	Audi	235.5262384	202	2
59-H2 5741	Audi	197.2574449	203	1
59-H2 5742	Audi	98.84963587	204	4
59-H2 5743	FIAT	19.02889007	205	5
59-H2 5744	FIAT	174.3698006	206	1
59-H2 5745	FIAT	240.6446736	207	4
59-H2 5746	FIAT	270.4515287	208	2
59-H2 5747	FIAT	115.0107912	209	4
59-H2 5748	FIAT	185.0521043	210	3
59-H2 5749	FORD	217.2647909	211	1
59-H2 5750	FORD	260.5756616	212	5
59-H2 5751	FORD	111.5459818	213	4
59-H2 5752	FORD	23.01722082	214	2
59-H2 5753	FORD	158.0345803	215	2
59-H2 5754	Honda	238.4346505	216	3
59-H2 5755	Honda	284.440632	217	2
59-H2 5756	Honda	200.9938909	218	1
59-H2 5757	Honda	133.3694045	219	4
59-H2 5758	Honda	186.3728219	220	3
59-H2 5759	Honda	285.2942667	221	4
59-H2 5738	Audi	285.4242672	200	4
59-H2 5739	Audi	217.7054167	201	3
59-H2 5740	Audi	0.025461728	202	2
59-H2 5741	Audi	225.4870061	203	1
59-H2 5742	Audi	201.7176142	204	4
59-H2 5743	FIAT	244.4418021	205	5
59-H2 5744	FIAT	187.7267083	206	1
59-H2 5745	FIAT	296.5265852	207	4
59-H2 5746	FIAT	5.311881772	208	2
59-H2 5747	FIAT	213.015153	209	4
59-H2 5748	FIAT	102.9462327	210	3
59-H2 5749	FORD	278.5911401	211	1
59-H2 5750	FORD	224.3544133	212	5
59-H2 5751	FORD	32.21794395	213	4
59-H2 5752	FORD	284.8409876	214	2
59-H2 5753	FORD	257.4584393	215	2
59-H2 5754	Honda	276.608507	216	3
59-H2 5755	Honda	108.5451621	217	2
59-H2 5756	Honda	97.09950169	218	1
59-H2 5757	Honda	218.2271588	219	4
59-H2 5758	Honda	268.9437003	220	3
59-H2 5759	Honda	298.7483122	221	4
59-H2 5738	Audi	4.150691159	200	4
59-H2 5739	Audi	120.8578525	201	3
59-H2 5740	Audi	220.0073308	202	2
59-H2 5741	Audi	218.4860872	203	1
59-H2 5742	Audi	131.5065973	204	4
59-H2 5743	FIAT	100.0992456	205	5
59-H2 5744	FIAT	108.5334193	206	1
59-H2 5745	FIAT	193.1523833	207	4
59-H2 5746	FIAT	172.708464	208	2
59-H2 5747	FIAT	299.9402033	209	4
59-H2 5748	FIAT	200.8272813	210	3
59-H2 5749	FORD	15.78985372	211	1
59-H2 5750	FORD	78.60755596	212	5
59-H2 5751	FORD	171.0699041	213	4
59-H2 5752	FORD	26.57155055	214	2
59-H2 5753	FORD	277.7501704	215	2
59-H2 5754	Honda	200.3096028	216	3
59-H2 5755	Honda	206.9919069	217	2
59-H2 5756	Honda	252.2190972	218	1
59-H2 5757	Honda	172.841849	219	4
59-H2 5758	Honda	178.1099613	220	3
59-H2 5759	Honda	143.7275029	221	4
59-H2 5738	Audi	68.20133744	200	4
59-H2 5739	Audi	124.5798554	201	3
59-H2 5740	Audi	210.1547235	202	2
59-H2 5741	Audi	228.4941548	203	1
59-H2 5742	Audi	220.3279842	204	4
59-H2 5743	FIAT	31.21090207	205	5
59-H2 5744	FIAT	237.1979208	206	1
59-H2 5745	FIAT	36.02587414	207	4
59-H2 5746	FIAT	8.001736956	208	2
59-H2 5747	FIAT	56.92104774	209	4
59-H2 5748	FIAT	109.8888467	210	3
59-H2 5749	FORD	239.319916	211	1
59-H2 5750	FORD	257.0188261	212	5
59-H2 5751	FORD	59.44551843	213	4
59-H2 5752	FORD	161.8845998	214	2
59-H2 5753	FORD	117.4094615	215	2
59-H2 5754	Honda	132.4559363	216	3
59-H2 5755	Honda	2.398068508	217	2
59-H2 5756	Honda	74.2676772	218	1
59-H2 5757	Honda	17.2407045	219	4
59-H2 5758	Honda	78.62247046	220	3
59-H2 5759	Honda	115.4340579	221	4
59-H2 5738	Audi	296.5461213	200	4
59-H2 5739	Audi	209.2733948	201	3
59-H2 5740	Audi	8.715325488	202	2
59-H2 5741	Audi	232.4956577	203	1
59-H2 5742	Audi	37.12241756	204	4
59-H2 5743	FIAT	254.0623058	205	5
59-H2 5744	FIAT	124.3678264	206	1
59-H2 5745	FIAT	45.88076812	207	4
59-H2 5746	FIAT	153.1891619	208	2
59-H2 5747	FIAT	66.41300064	209	4
59-H2 5748	FIAT	118.8544154	210	3
59-H2 5749	FORD	286.2066558	211	1
59-H2 5750	FORD	39.51365348	212	5
59-H2 5751	FORD	6.69911948	213	4
59-H2 5752	FORD	264.5558987	214	2
59-H2 5753	FORD	232.1094281	215	2
59-H2 5754	Honda	214.5129652	216	3
59-H2 5755	Honda	152.8300811	217	2
59-H2 5756	Honda	222.1323816	218	1
59-H2 5757	Honda	213.0333333	219	4
59-H2 5758	Honda	87.24795872	220	3
59-H2 5759	Honda	293.7620987	221	4
59-H2 5738	Audi	240.0052166	200	4
59-H2 5739	Audi	206.1782388	201	3
59-H2 5740	Audi	148.9176507	202	2
59-H2 5741	Audi	74.80449709	203	1
59-H2 5742	Audi	167.7315257	204	4
59-H2 5743	FIAT	226.6088664	205	5
59-H2 5744	FIAT	168.9819054	206	1
59-H2 5745	FIAT	246.4179387	207	4
59-H2 5746	FIAT	131.3686573	208	2
59-H2 5747	FIAT	119.9124266	209	4
59-H2 5748	FIAT	237.5245773	210	3
59-H2 5749	FORD	22.87323286	211	1
59-H2 5750	FORD	144.0475542	212	5
59-H2 5751	FORD	67.56221327	213	4
59-H2 5752	FORD	260.9290385	214	2
59-H2 5753	FORD	69.14710201	215	2
59-H2 5754	Honda	288.4438485	216	3
59-H2 5755	Honda	117.8052922	217	2
59-H2 5756	Honda	142.7587534	218	1
59-H2 5757	Honda	158.7030703	219	4
59-H2 5758	Honda	230.9352727	220	3
59-H2 5759	Honda	258.7430475	221	4
59-H2 5738	Audi	260.4705428	200	4
59-H2 5739	Audi	43.95443773	201	3
59-H2 5740	Audi	221.6794517	202	2
59-H2 5741	Audi	196.6516589	203	1
59-H2 5742	Audi	238.5475513	204	4
59-H2 5743	FIAT	258.5979464	205	5
59-H2 5744	FIAT	1.295587396	206	1
59-H2 5745	FIAT	31.71508348	207	4
59-H2 5746	FIAT	71.51288958	208	2
59-H2 5747	FIAT	66.41815105	209	4
59-H2 5748	FIAT	104.639505	210	3
59-H2 5749	FORD	296.4397751	211	1
59-H2 5750	FORD	96.02152714	212	5
59-H2 5751	FORD	187.7850253	213	4
59-H2 5752	FORD	237.3414511	214	2
59-H2 5753	FORD	65.94552107	215	2
59-H2 5754	Honda	292.8175629	216	3
59-H2 5755	Honda	46.40956728	217	2
59-H2 5756	Honda	270.3647798	218	1
59-H2 5757	Honda	243.6373682	219	4
59-H2 5758	Honda	93.86457301	220	3
59-H2 5759	Honda	131.4857293	221	4
59-H2 5738	Audi	28.44863709	200	4
59-H2 5739	Audi	131.6133249	201	3
59-H2 5740	Audi	57.22042923	202	2
59-H2 5741	Audi	151.0658661	203	1
59-H2 5742	Audi	59.30114707	204	4
59-H2 5743	FIAT	194.8889048	205	5
59-H2 5744	FIAT	223.3486373	206	1
59-H2 5745	FIAT	275.0651767	207	4
59-H2 5746	FIAT	97.23560652	208	2
59-H2 5747	FIAT	265.1041588	209	4
59-H2 5748	FIAT	113.0913238	210	3
59-H2 5749	FORD	253.8380063	211	1
59-H2 5750	FORD	239.4379518	212	5
59-H2 5751	FORD	168.4082768	213	4
59-H2 5752	FORD	111.7580492	214	2
59-H2 5753	FORD	289.0992408	215	2
